rating,date,variation,verified_reviews,feedback,p_verified_reviews
4,2018-07-29,Black  Show,Doesn't always respond to the wake word. This is my 3rd echo product and I have to say I am A little disappointed. Alexa voice assistant is great when it comes to controlling a connected home but has a lot to learn from google assistant when it comes to  getting answers for search queries.,1,n't always respond wake word rd echo product say little disappointed alexa voice assistant great comes controlling connected home lot learn google assistant comes getting answers search queries
4,2018-07-29,Black  Show,Good product.,1,good product
3,2018-07-29,Black  Show,"After two weeks I am not sure if I like the ever present Alexa to have a screen as well.  I bought it to be a abay monitor combined with a wifi camera, and that works.  But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video.  There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.",1,two weeks sure like ever present alexa screen well bought abay monitor combined wifi camera works screen always unless tell turn instead talking cylinder mini screen talks also writes everything says shows accompanying video something audio made alexa different ways tv talk
1,2018-07-29,Black  Show,It f****** sucks,0,f sucks
5,2018-07-29,White  Show,Love being able to read the lyrics of my favorite songs.,1,love able read lyrics favorite songs
5,2018-07-29,Black  Show,"This thing is awesome for grocery lists, paired with the AnyList app. The flash briefing is very good too. My only complaint is that once you pause something, Alexa decides that you no longer want to listen to that thing. Forever. All in all, definitely worth the purchase.",1,thing awesome grocery lists paired anylist app flash briefing good complaint pause something alexa decides longer want listen thing forever definitely worth purchase
5,2018-07-29,Black  Show,"Works great, video call function nice when communicating through drop-in",1,works great video call function nice communicating drop
5,2018-07-29,Black  Show,As you can see Echo Show is in kitchen. It far exceeds my expectation. There’s a wealth of information about any topic. If is customizable for sound and video. I also have Echo and Echo Dot. You can group them and have hole house music. Still not done exploring all it can do love it. Perfect for getting recipes so you can see them while you’re preparing to cook.,1,see echo show kitchen far exceeds expectation wealth information topic customizable sound video also echo echo dot group hole house music still done exploring love perfect getting recipes see preparing cook
4,2018-07-29,Black  Show,Fairly easy to use,1,fairly easy use
5,2018-07-29,Black  Show,Absolutely LOVE my Echo Show!  It is awesome and works great with my Ring Video Spotlight Cams!  Music on demand and so many more features that I have yet to explore!!!,1,absolutely love echo show awesome works great ring video spotlight cams music demand many features yet explore
5,2018-07-29,White  Show,Absolutely love it! I use it for everything!I tell my friends and clients that it’s the daughter I never had. I ask her to do something and she doesn’t complain! I wish I bought the 2package deal :( I truly needed one in my work room. I kick myself for it.,1,absolutely love use everything tell friends clients daughter never ask something complain wish bought package deal truly needed one work room kick
5,2018-07-29,White  Show,"We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking",1,love kitchen convenient look recipes listen news watch prime video 'm cooking
1,2018-07-29,White  Show,"Always wanted one,till I got one, it's not at all what it's cracked up to be, it's hard to navigate I actually like the dot better.",0,always wanted one till got one 's 's cracked 's hard navigate actually like dot better
5,2018-07-29,Black  Show,The greatest,1,greatest
5,2018-07-29,Black  Show,Love it,1,love
5,2018-07-29,Black  Show,This is my fourth Echo (original and two dots). It's the best.... Decent speaker... Fun graphics...,1,fourth echo original two dots 's best decent speaker fun graphics
5,2018-07-29,Black  Show,I loved talking it out of the box and being able to easily set up.,1,loved talking box able easily set
5,2018-07-29,Black  Show,Easy to setup and use. The ability to play video is huge addition on Alexa device family,1,easy setup use ability play video huge addition alexa device family
2,2018-07-29,Black  Show,"Echo Show is said to work with certain apps but,NOT!!! Cozi state works with Echo Show, but the Cozi Family’s doesn’t very well, Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, please fix. Cost of the Echo Show was  marvelous . Got Echo Show to take on shopping list but that is all so far, adding items to list has long lag, and it not my router being slow, my provider speed is !GB, speed not a problem, but before new items is updated on Cozi is very slow. Help is needed to get it updated to A1 working conditioning.",0,echo show said work certain apps cozi state works echo show cozi family well amazon needs go back drawing board would needed piece technology lacks essential please fix cost echo show marvelous got echo show take shopping list far adding items list long lag router slow provider speed gb speed problem new items updated cozi slow help needed get updated working conditioning
